Date,Open,High,Low,Close,Adj Close,Volume
"Apr 19, 2012",9.65,9.73,9.49,9.56,9.56,"80,048,000"
"Apr 18, 2012",9.44,9.67,9.44,9.55,9.55,"80,038,000"
"Apr 17, 2012",9.36,9.5,9.34,9.42,9.42,"56,584,000"
"Apr 16, 2012",9.45,9.47,9.18,9.27,9.27,"80,886,000"
"Apr 13, 2012",9.49,9.5,9.31,9.42,9.42,"68,636,000"
"Apr 12, 2012",9.4,9.61,9.28,9.53,9.53,"80,558,000"
"Apr 11, 2012",9.48,9.6,9.34,9.4,9.4,"86,756,000"
"Apr 10, 2012",9.64,9.68,9.33,9.35,9.35,"89,100,000"
"Apr 9, 2012",9.6,9.71,9.52,9.59,9.59,"62,718,000"
"Apr 5, 2012",9.68,9.8,9.68,9.72,9.72,"64,350,000"
"Apr 4, 2012",9.85,9.88,9.62,9.7,9.7,"109,138,000"
"Apr 3, 2012",9.91,10.12,9.88,9.98,9.98,"100,014,000"
"Apr 2, 2012",9.9,9.99,9.85,9.9,9.9,"128,606,000"
"Mar 30, 2012",10.25,10.34,10.09,10.13,10.13,"88,762,000"
"Mar 29, 2012",10.06,10.27,10.03,10.23,10.23,"114,224,000"
"Mar 28, 2012",10.31,10.35,10.02,10.06,10.06,"124,900,000"
"Mar 27, 2012",10.18,10.49,10.14,10.27,10.27,"192,016,000"
"Mar 26, 2012",9.82,10.15,9.77,10.14,10.14,"152,274,000"
"Mar 23, 2012",9.6,9.81,9.59,9.75,9.75,"119,680,000"
"Mar 22, 2012",9.53,9.7,9.51,9.62,9.62,"74,792,000"
"Mar 21, 2012",9.63,9.71,9.56,9.59,9.59,"84,288,000"
"Mar 20, 2012",9.24,9.72,9.14,9.62,9.62,"183,308,000"
"Mar 19, 2012",9.17,9.33,9.15,9.28,9.28,"78,068,000"
"Mar 16, 2012",9.16,9.28,9.12,9.25,9.25,"98,680,000"
"Mar 15, 2012",9.1,9.22,9.02,9.22,9.22,"83,202,000"
"Mar 14, 2012",9.18,9.22,9.06,9.11,9.11,"73,994,000"
"Mar 13, 2012",9.2,9.24,9.04,9.23,9.23,"88,116,000"
"Mar 12, 2012",9.21,9.27,9.11,9.17,9.17,"51,752,000"
"Mar 9, 2012",9.34,9.36,9.17,9.22,9.22,"90,212,000"
"Mar 8, 2012",9.21,9.42,9.19,9.38,9.38,"84,430,000"
"Mar 7, 2012",9.13,9.27,9.12,9.19,9.19,"99,030,000"
"Mar 6, 2012",8.93,9.18,8.9,9.05,9.05,"112,244,000"
"Mar 5, 2012",8.95,9.09,8.91,9.01,9.01,"93,654,000"
"Mar 2, 2012",8.97,9.09,8.95,8.97,8.97,"73,156,000"
"Mar 1, 2012",8.99,9.02,8.83,9,9,"98,720,000"
"Feb 29, 2012",9.19,9.2,8.95,8.98,8.98,"106,006,000"
"Feb 28, 2012",8.94,9.21,8.9,9.19,9.19,"115,290,000"
"Feb 27, 2012",8.88,8.96,8.82,8.93,8.93,"74,124,000"
"Feb 24, 2012",8.98,9.04,8.92,8.96,8.96,"73,374,000"
"Feb 23, 2012",8.98,9.04,8.85,8.94,8.94,"103,076,000"
"Feb 22, 2012",9.1,9.15,9.01,9.03,9.03,"115,708,000"
"Feb 21, 2012",9.13,9.24,9.03,9.11,9.11,"135,130,000"
"Feb 17, 2012",9,9.17,8.97,9.13,9.13,"148,362,000"
"Feb 16, 2012",8.89,9.08,8.76,9,9,"251,276,000"
"Feb 15, 2012",9.56,9.58,9.16,9.22,9.22,"155,888,000"
"Feb 14, 2012",9.55,9.68,9.31,9.56,9.56,"190,542,000"
"Feb 13, 2012",9.36,9.63,9.28,9.58,9.58,"121,428,000"
"Feb 10, 2012",9.17,9.38,9.13,9.28,9.28,"115,942,000"
"Feb 9, 2012",9.23,9.28,9.09,9.25,9.25,"143,784,000"
"Feb 8, 2012",9.25,9.32,9.15,9.27,9.27,"109,532,000"
"Feb 7, 2012",9.13,9.25,9.1,9.21,9.21,"102,078,000"
"Feb 6, 2012",9.31,9.33,9.15,9.16,9.16,"106,200,000"
"Feb 3, 2012",9.14,9.4,9.09,9.38,9.38,"162,410,000"
"Feb 2, 2012",8.98,9.1,8.84,9.09,9.09,"174,726,000"
"Feb 1, 2012",8.69,9,8.6,8.97,8.97,"426,732,000"
"Jan 31, 2012",9.7,9.78,9.48,9.72,9.72,"255,444,000"
"Jan 30, 2012",9.68,9.75,9.51,9.61,9.61,"108,482,000"
"Jan 27, 2012",9.65,9.82,9.62,9.77,9.77,"93,180,000"
"Jan 26, 2012",9.47,9.74,9.44,9.67,9.67,"117,472,000"
"Jan 25, 2012",9.35,9.41,9.23,9.39,9.39,"86,128,000"
"Jan 24, 2012",9.25,9.42,9.19,9.35,9.35,"93,476,000"
"Jan 23, 2012",9.54,9.59,9.26,9.3,9.3,"91,706,000"
"Jan 20, 2012",9.54,9.65,9.45,9.55,9.55,"112,206,000"
"Jan 19, 2012",9.54,9.8,9.52,9.72,9.72,"141,920,000"
"Jan 18, 2012",9.1,9.51,9.06,9.47,9.47,"149,470,000"
"Jan 17, 2012",9.01,9.16,8.93,9.08,9.08,"112,890,000"
"Jan 13, 2012",8.79,8.94,8.68,8.92,8.92,"95,070,000"
"Jan 12, 2012",8.97,8.97,8.79,8.8,8.8,"107,716,000"
"Jan 11, 2012",8.98,9.04,8.91,8.94,8.94,"62,054,000"
"Jan 10, 2012",9.06,9.12,8.85,8.97,8.97,"79,716,000"
"Jan 9, 2012",9.14,9.22,8.85,8.93,8.93,"101,138,000"
"Jan 6, 2012",8.9,9.23,8.88,9.13,9.13,"140,168,000"
"Jan 5, 2012",8.8,8.91,8.7,8.88,8.88,"76,182,000"
"Jan 4, 2012",8.96,9.02,8.8,8.88,8.88,"84,104,000"
"Jan 3, 2012",8.79,8.97,8.78,8.95,8.95,"102,216,000"
"Dec 30, 2011",8.67,8.76,8.62,8.65,8.65,"85,596,000"
"Dec 29, 2011",8.48,8.73,8.35,8.69,8.69,"164,186,000"
"Dec 28, 2011",8.82,8.83,8.61,8.69,8.69,"73,190,000"
"Dec 27, 2011",8.89,8.93,8.81,8.81,8.81,"59,018,000"
"Dec 23, 2011",8.96,8.98,8.78,8.86,8.86,"69,930,000"
"Dec 22, 2011",8.75,8.98,8.71,8.95,8.95,"93,898,000"
"Dec 21, 2011",9.1,9.18,8.62,8.72,8.72,"161,334,000"
"Dec 20, 2011",9.13,9.16,9.03,9.13,9.13,"92,002,000"
"Dec 19, 2011",9.1,9.16,8.95,8.97,8.97,"90,672,000"
"Dec 16, 2011",9.12,9.22,9.02,9.06,9.06,"133,282,000"
"Dec 15, 2011",9.1,9.24,8.98,9.06,9.06,"145,198,000"
"Dec 14, 2011",8.95,9.04,8.51,9.01,9.01,"232,284,000"
"Dec 13, 2011",9.43,9.48,8.93,9.03,9.03,"185,946,000"
"Dec 12, 2011",9.5,9.56,9.38,9.48,9.48,"86,864,000"
"Dec 9, 2011",9.56,9.7,9.42,9.65,9.65,"103,176,000"
"Dec 8, 2011",9.68,9.79,9.5,9.52,9.52,"87,222,000"
"Dec 7, 2011",9.55,9.84,9.46,9.77,9.77,"128,546,000"
"Dec 6, 2011",9.8,9.92,9.51,9.6,9.6,"104,040,000"
"Dec 5, 2011",9.94,9.95,9.68,9.81,9.81,"118,442,000"
"Dec 2, 2011",9.85,9.98,9.76,9.8,9.8,"150,524,000"
"Dec 1, 2011",9.59,9.9,9.58,9.86,9.86,"146,554,000"
"Nov 30, 2011",9.74,9.77,9.44,9.61,9.61,"154,340,000"
"Nov 29, 2011",9.74,9.77,9.36,9.42,9.42,"131,502,000"
"Nov 28, 2011",9.58,9.73,9.53,9.71,9.71,"144,146,000"
"Nov 25, 2011",9.52,9.54,9.08,9.12,9.12,"99,440,000"
"Nov 23, 2011",9.65,9.73,9.39,9.45,9.45,"160,226,000"
"Nov 22, 2011",9.35,9.7,9.18,9.62,9.62,"198,312,000"
"Nov 21, 2011",9.66,9.67,9.25,9.46,9.46,"226,424,000"
"Nov 18, 2011",10.27,10.27,9.86,9.86,9.86,"168,750,000"
"Nov 17, 2011",10.63,10.65,10.1,10.23,10.23,"159,662,000"
"Nov 16, 2011",10.81,10.85,10.56,10.6,10.6,"110,188,000"
"Nov 15, 2011",10.9,11.02,10.71,10.89,10.89,"114,780,000"
"Nov 14, 2011",10.78,11.12,10.71,10.95,10.95,"130,444,000"
"Nov 11, 2011",10.63,10.89,10.52,10.87,10.87,"103,262,000"
"Nov 10, 2011",10.68,10.7,10.4,10.54,10.54,"100,892,000"
"Nov 9, 2011",10.75,10.78,10.53,10.56,10.56,"93,612,000"
"Nov 8, 2011",10.96,10.97,10.76,10.9,10.9,"78,290,000"
"Nov 7, 2011",10.84,11.01,10.7,10.85,10.85,"77,200,000"
"Nov 4, 2011",10.88,10.91,10.72,10.82,10.82,"81,316,000"
"Nov 3, 2011",10.81,10.93,10.65,10.91,10.91,"106,300,000"
"Nov 2, 2011",10.78,10.84,10.64,10.78,10.78,"122,440,000"
"Nov 1, 2011",10.41,10.81,10.37,10.6,10.6,"170,236,000"
"Oct 31, 2011",10.79,10.94,10.65,10.68,10.68,"146,866,000"
"Oct 28, 2011",10.33,10.92,10.29,10.87,10.87,"197,608,000"
"Oct 27, 2011",10.21,10.43,10.06,10.34,10.34,"215,486,000"
"Oct 26, 2011",10.18,10.38,9.83,9.92,9.92,"482,684,000"
"Oct 25, 2011",11.93,11.95,11.29,11.36,11.36,"280,252,000"
"Oct 24, 2011",11.8,12.02,11.7,11.88,11.88,"99,516,000"
"Oct 21, 2011",11.85,11.85,11.53,11.74,11.74,"91,450,000"
"Oct 20, 2011",11.61,11.74,11.49,11.68,11.68,"90,498,000"
"Oct 19, 2011",12.03,12.17,11.46,11.58,11.58,"134,302,000"
"Oct 18, 2011",12.12,12.23,11.83,12.19,12.19,"92,194,000"
"Oct 17, 2011",12.21,12.34,12.03,12.12,12.12,"95,580,000"
"Oct 14, 2011",12.04,12.34,12.01,12.34,12.34,"118,474,000"
"Oct 13, 2011",11.85,11.98,11.76,11.81,11.81,"96,670,000"
"Oct 12, 2011",11.83,12.09,11.72,11.84,11.84,"130,216,000"
"Oct 11, 2011",11.53,11.84,11.45,11.77,11.77,"100,074,000"
"Oct 10, 2011",11.31,11.64,11.2,11.57,11.57,"102,862,000"
"Oct 7, 2011",11.12,11.4,10.92,11.24,11.24,"135,686,000"
"Oct 6, 2011",11.01,11.18,10.88,11.08,11.08,"136,986,000"
"Oct 5, 2011",10.63,11.01,10.42,10.98,10.98,"130,164,000"
"Oct 4, 2011",10.48,10.75,10.02,10.63,10.63,"174,232,000"
"Oct 3, 2011",10.85,11.08,10.57,10.6,10.6,"132,488,000"
"Sep 30, 2011",10.91,11.15,10.76,10.81,10.81,"131,006,000"
"Sep 29, 2011",11.71,11.72,10.81,11.12,11.12,"187,570,000"
"Sep 28, 2011",11.32,11.79,11.28,11.49,11.49,"288,738,000"
"Sep 27, 2011",11.71,11.74,11.12,11.21,11.21,"156,750,000"
"Sep 26, 2011",11.37,11.51,11.07,11.49,11.49,"115,882,000"
"Sep 23, 2011",11.03,11.22,10.95,11.18,11.18,"129,362,000"
"Sep 22, 2011",11.24,11.44,10.95,11.16,11.16,"165,092,000"
"Sep 21, 2011",11.73,12.03,11.59,11.59,11.59,"117,630,000"
"Sep 20, 2011",12.04,12.05,11.55,11.66,11.66,"147,710,000"
"Sep 19, 2011",11.86,12.2,11.64,12.08,12.08,"164,466,000"
"Sep 16, 2011",11.38,12.02,11.34,11.97,11.97,"235,060,000"
"Sep 15, 2011",11.2,11.36,11.06,11.34,11.34,"112,176,000"
"Sep 14, 2011",11.01,11.25,10.84,11.13,11.13,"117,634,000"
"Sep 13, 2011",10.89,11,10.75,10.98,10.98,"96,718,000"
"Sep 12, 2011",10.44,10.83,10.43,10.83,10.83,"106,842,000"
"Sep 9, 2011",10.75,10.85,10.49,10.57,10.57,"91,486,000"
"Sep 8, 2011",10.91,11.03,10.82,10.86,10.86,"87,958,000"
"Sep 7, 2011",10.94,11.01,10.71,10.99,10.99,"105,916,000"
"Sep 6, 2011",10.24,10.83,10.22,10.81,10.81,"124,324,000"
"Sep 2, 2011",10.45,10.53,10.35,10.5,10.5,"84,640,000"
"Sep 1, 2011",10.76,10.88,10.58,10.63,10.63,"105,506,000"
"Aug 31, 2011",10.61,10.81,10.57,10.76,10.76,"148,100,000"
"Aug 30, 2011",10.29,10.62,10.22,10.55,10.55,"118,314,000"
"Aug 29, 2011",10.14,10.33,10.13,10.33,10.33,"90,220,000"
"Aug 26, 2011",9.56,9.99,9.48,9.96,9.96,"106,214,000"
"Aug 25, 2011",9.72,9.85,9.55,9.6,9.6,"75,216,000"
"Aug 24, 2011",9.69,9.82,9.51,9.69,9.69,"124,974,000"
"Aug 23, 2011",8.95,9.74,8.93,9.68,9.68,"147,032,000"
"Aug 22, 2011",9.14,9.21,8.85,8.88,8.88,"106,274,000"
"Aug 19, 2011",9.01,9.5,8.88,8.95,8.95,"144,884,000"
"Aug 18, 2011",9.56,9.57,8.99,9.13,9.13,"165,504,000"
"Aug 17, 2011",9.93,9.98,9.69,9.8,9.8,"79,822,000"
"Aug 16, 2011",10.06,10.07,9.74,9.88,9.88,"104,118,000"
"Aug 15, 2011",10.1,10.26,9.92,10.15,10.15,"95,718,000"
"Aug 12, 2011",10.01,10.23,9.86,10.11,10.11,"112,408,000"
"Aug 11, 2011",9.85,10.04,9.57,9.92,9.92,"148,038,000"
"Aug 10, 2011",10.04,10.12,9.68,9.71,9.71,"175,152,000"
"Aug 9, 2011",9.84,10.25,9.52,10.25,10.25,"209,824,000"
"Aug 8, 2011",9.82,10.02,9.5,9.69,9.69,"208,550,000"
"Aug 5, 2011",10.23,10.37,9.74,10.14,10.14,"200,480,000"
"Aug 4, 2011",10.34,10.4,10.07,10.07,10.07,"131,590,000"
"Aug 3, 2011",10.65,10.74,10.28,10.5,10.5,"163,942,000"
"Aug 2, 2011",11.02,11.12,10.56,10.59,10.59,"131,734,000"
"Aug 1, 2011",11.25,11.37,10.88,11.07,11.07,"115,786,000"
"Jul 29, 2011",11.06,11.29,10.98,11.13,11.13,"103,354,000"
"Jul 28, 2011",11.16,11.3,11.01,11.19,11.19,"107,098,000"
"Jul 27, 2011",11.22,11.36,10.98,11.13,11.13,"259,112,000"
"Jul 26, 2011",10.75,10.78,10.52,10.71,10.71,"197,272,000"
"Jul 25, 2011",10.77,10.8,10.65,10.67,10.67,"66,856,000"
"Jul 22, 2011",10.69,10.9,10.56,10.83,10.83,"71,834,000"
"Jul 21, 2011",10.84,10.85,10.55,10.66,10.66,"90,906,000"
"Jul 20, 2011",11,11.01,10.72,10.78,10.78,"67,458,000"
"Jul 19, 2011",10.69,10.92,10.69,10.9,10.9,"88,744,000"
"Jul 18, 2011",10.63,10.67,10.41,10.58,10.58,"57,962,000"
"Jul 15, 2011",10.65,10.73,10.46,10.64,10.64,"81,452,000"
"Jul 14, 2011",10.68,10.8,10.47,10.52,10.52,"78,050,000"
